region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,LWK,NA19429,NA19429,-0.0578,0.0017,-0.0023,-0.0148,-0.0122,-0.0012,-0.0268,-0.0211,-0.0231,-0.0193,-0.0002,-0.0233,-0.0016,0.0225,-0.0127
AFR,LWK,NA19430,NA19430,-0.0553,-0.0336,0.0301,0.0185,0.0399,0.0216,-0.0091,0.0265,-0.0157,0.0315,-0.0469,0.0136,-0.0034,-0.0305,0.0245
AFR,LWK,NA19431,NA19431,-0.0611,0.0001,-0.0112,0.0046,0.0129,0.0188,0.0013,-0.054,-0.046,0.0178,-0.012,-0.0047,0.0331,-0.0392,-0.0192
AFR,LWK,NA19434,NA19434,-0.0504,-0.0044,-0.0359,0.0147,-0.0317,0.0052,-0.0292,-0.0372,-0.0063,-0.0334,0.0332,0.0166,-0.012,0.0642,0.0317
AFR,LWK,NA19435,NA19435,-0.0609,-0.0017,0.0086,0.0064,-0.0024,0.0065,0.0403,0.008,0.0263,0.0211,-0.0209,-0.004,-0.0212,0.015,-0.0035
AFR,LWK,NA19436,NA19436,-0.0551,0.0047,0.0041,-0.0081,0.0188,-0.0365,0.0056,-0.0141,-0.0172,0.0046,0.0378,-0.0105,0.0014,-0.0215,0.0004
AFR,LWK,NA19437,NA19437,-0.0423,0.0146,-0.0458,0.0356,-0.0481,-0.0292,-0.0135,0.0112,0.084,0.0262,0.0034,-0.0221,-0.0877,0.007,-0.0026
AFR,LWK,NA19438,NA19438,-0.0561,0.0144,-0.0087,-0.0056,-0.0204,0.0027,-0.0166,0.0138,0.043,0.0151,-0.0296,-0.035,0.0311,-0.0294,-0.012
AFR,LWK,NA19439,NA19439,-0.0555,0.0002,0.0047,-0.001,0.0008,0.022,0.029,0.0103,0.0142,0.0158,-0.0298,-0.0031,-0.0263,0.0278,-0.0656
AFR,LWK,NA19440,NA19440,-0.055,0.0043,-0.0033,0.0162,0.0119,-0.0204,-0.0029,-0.025,-0.0205,-0.0076,0.0659,0.0581,0.0068,-0.0305,-0.028
AFR,LWK,NA19443,NA19443,-0.055,0.0055,0.0026,-0.0201,-0.0254,0.0149,-0.03,0.0036,0.016,-0.0209,-0.0287,-0.043,0.077,0.015,0.0375
AFR,LWK,NA19445,NA19445,-0.0576,0.0003,0.0119,0.03,-0.0129,-0.0472,-0.0225,0.0295,-0.0006,0.0347,-0.0194,0.0154,-0.0174,-0.0433,0.0059
