region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,LWK,NA19385,NA19385,0.06112807400764162,-0.00042257320820047756,-0.0835,-0.0105,-0.0103,0.0161,0.0115,0.0007,0.0268,0.1167,-0.012,-0.082,-0.1032,-0.1494,0.0229
AFR,LWK,NA19390,NA19390,0.0609244193646784,-0.000514902978044896,-0.0813,0.0067,0.0153,-0.0113,-0.0057,-0.0075,0.0121,-0.018,-0.0201,0.0407,0.021,-0.0054,-0.0149
AFR,LWK,NA19391,NA19391,0.06353773853730638,-0.00021396627045500594,-0.0624,-0.0098,0.0115,0.003,0.0011,-0.0128,-0.0004,-0.0038,-0.0012,0.0478,-0.0188,0.0185,0.0374
AFR,LWK,NA19393,NA19393,0.06184656378899521,5.047270298624319e-05,-0.0802,-0.0035,0.0061,0.0066,-0.0226,0.0814,0.0118,0.0222,0.0023,-0.0614,-0.0421,0.0711,-0.0429
AFR,LWK,NA19394,NA19394,0.06024391978987358,1.1329222310101344e-05,-0.0747,-0.0218,0.006,-0.0096,0.0051,0.0091,-0.0026,-0.0283,-0.0805,-0.0544,-0.0211,-0.0343,0.0046
AFR,LWK,NA19395,NA19395,0.06050191399613245,-0.0010992737623504193,-0.0762,0.0007,0.0021,-0.0055,0.0354,0.03,-0.0417,-0.01,0.01,0.0118,-0.0333,0.0554,0.0276
AFR,LWK,NA19397,NA19397,0.061765631081115414,0.0005539107794119789,-0.078,-0.0142,0.0123,-0.0011,-0.0515,-0.0061,0.0216,0.0615,-0.02,0.0082,0.0347,-0.0032,-0.0768
AFR,LWK,NA19399,NA19399,0.06530604697284244,-0.0010817711314761629,-0.073,0.0004,-0.0055,-0.0121,0.0283,0.0313,-0.0755,0.0535,-0.0003,0.0797,0.0082,0.0255,0.0532
AFR,LWK,NA19401,NA19401,0.05994033733575619,-7.720152687944008e-05,-0.0686,0.0058,0.0023,0.0049,-0.0108,-0.0182,-0.0612,0.0382,-0.0191,-0.0288,-0.0044,-0.0545,0.0125
AFR,LWK,NA19403,NA19403,0.060367794999084394,-0.0019948250420830883,-0.0771,0.0009,-0.0003,0.0073,-0.008,0.0202,-0.0421,-0.0416,0.0314,0.0441,-0.0345,-0.0061,-0.0459
AFR,LWK,NA19404,NA19404,0.06072076472171518,-0.0006072327478893139,-0.0689,-0.0053,-0.0045,-0.0048,-0.0133,0.0089,-0.007,0.0022,0.0011,-0.0606,-0.0241,-0.0359,0.0477
AFR,LWK,NA19428,NA19428,0.061889506290326225,-0.00145224348498121,-0.0684,0.0014,-0.0063,-0.0037,0.0458,0.0685,0.0299,-0.0052,0.0095,0.0362,-0.0497,-0.0641,0.0199
AFR,LWK,NA19429,NA19429,0.061435455482413893,-0.00023411464785676487,-0.0706,-0.0001,0.0006,-0.0112,0.0086,-0.0343,0.0217,-0.0056,0.0158,0.0109,0.0034,-0.0072,-0.047
AFR,LWK,NA19430,NA19430,0.06084728567745349,8.846290953501163e-05,-0.0784,0.0027,0.0127,-0.0077,-0.0117,0.0189,0.0511,-0.0444,-0.0271,-0.0118,0.0014,-0.0086,0.0137
AFR,LWK,NA19431,NA19431,0.06262319215429933,-0.0005794863291778017,-0.0721,-0.0094,-0.0004,-0.0124,-0.0028,0.0169,-0.0104,-0.004,-0.0053,0.0441,-0.0553,-0.0385,-0.0284
